Latitude,Longitude
40.72,-74
40.78,-73.98
40.75,-73.97
42.17,-77.11
40.78,-73.45
44.7,-73.49
40.66,-73.79
43.33,-73.68
40.89,-72.43
40.66,-73.73
41.06,-73.84
43.11,-75.21
43.03,-77.44
42.97,-76.85
43.98,-75.95
40.96,-73.85
40,-81.57
39.19,-84.66
39.86,-84.28
39.88,-83.06
40.73,-84.07
41.31,-81.52
41.58,-83.66
40.49,-82.71
41.41,-82.66
41.43,-82.08
41.34,-81.82
41.72,-83.51
34.18,-97.17
36.17,-95.77
36.29,-97.33
35.54,-98.66
44.78,-117.81
44.04,-121.31
44.74,-122.15
42.46,-123.32
42.22,-121.76
44.96,-124.01
45.65,-118.68
45.4,-122.29
46,-123.92
44.08,-123.04
45.15,-122.88
40.59,-75.56
40.91,-77.74
41.02,-76.49
40,-78.24
40.23,-77.12
40.68,-80.11
42.05,-80.09
41.14,-78.78
40.28,-76.82
41.2,-80.46
41.36,-75.68
40.02,-79.08
41.05,-75.31
41.66,-71.5
34.11,-80.95
34.19,-79.83
34.83,-82.31
33.7,-78.93
33.49,-80.48
43.77,-103.59
43.7,-98.04
43.89,-100.72
43.8,-99.38
44.11,-103.21
43.53,-96.79
44.52,-103.89
36.59,-82.26
35.04,-85.2
36.16,-85.52
36.02,-87.33
35.66,-88.86
35.9,-84.15
35.46,-86.06
35.1,-89.86
35.19,-101.93
32.75,-97.08
30.33,-97.71
31.58,-97.11
29.78,-95.11
34.43,-100.22
29.69,-96.54
32.07,-96.45
32.88,-96.77
33.23,-97.17
31.88,-106.58
29.7,-97.1
29.98,-95.42
30.72,-95.57
32.19,-96.9
30.51,-99.77
27.56,-99.49
32.47,-95.45
26.2,-98.26
31.95,-102.14
31.65,-94.68
30.71,-101.2
33.08,-96.82
29.83,-97.98
35.23,-100.25
32.94,-97.13
33.14,-95.6
32.45,-100.39
33.46,-94.08
28.52,-98.19
31.03,-104.86
28.77,-96.98
38.25,-112.65
37.63,-109.47
38.57,-109.55
39.68,-111.84
39.6,-110.83
38.79,-112.09
37.13,-113.6
40.68,-112.27
41.71,-112.2
38.07,-78.49
37.37,-77.42
38.23,-77.51
37.67,-77.46
37.8,-79.42
38.76,-78.63
36.86,-76.21
37.53,-77.35
36.75,-78.1
38.77,-77.18
39,-78.34
38.64,-77.3
36.95,-81.05
44.21,-72.58
42.84,-72.57
44.46,-73.18
46.98,-123.81
48.21,-122.18
48.51,-122.34
46.73,-122.98
46.98,-120.54
46.2,-119.16
47.85,-122.27
47.12,-118.37
48.07,-123.07
45.72,-122.66
44.77,-91.44
44.54,-88.08
43.12,-89.32
43.13,-89.31
43.8,-90.06
42.9,-87.91
43.88,-91.19
42.52,-87.95
43.75,-87.75
44.93,-89.66
38.35,-81.64
38.41,-82.49
39.49,-77.96
39.58,-79.95
37.85,-81.2
40.06,-80.6
39.02,-80.42
41.16,-104.8
41.26,-110.99
44.29,-105.53
41.33,-105.62
42.76,-104.45
41.79,-107.21
41.58,-109.26
44.8,-106.96
42.07,-104.96
38.9,-77.04
41.43,-96.5
39.63,-104.9
39.63,-104.9
38.8,-77.01
33.92,-118.13
34.06,-118.25
34.06,-118.25
33.92,-118.24
33.96,-118.38
47.6,-120.66
38.6,-121.43
37.73,-122.23
33.92,-84.38
43.14,-89.35
34.98,-90.8
35.26,-116.68
37.78,-122.51
31.05,-93.21
39.48,-76.14
36.66,-105.99
33.98,-80.96
37.63,-121.76
38.43,-104.29
38.03,-84.51
31.46,-92.44
47.11,-122.54
39.36,-94.92
27.81,-82.78
35.81,-95.22
35.16,-89.87
32.66,-96.57
32.47,-97.7
30.69,-88.13
30.69,-88.13
33.47,-84.51
35.21,-75.7
35.65,-78.71
43.88,-79.23
35.41,-80.58
38.79,-76.23
49.1,-121.97
38.78,-77.15
38.86,-77.05
38.86,-77.05
38.86,-77.05
32.83,-97.07
40.02,-105.26
40.73,-92.87
40.73,-92.87
40.1,-82.99
39.31,-76.62
40.94,-90.37
44.02,-90.51
37.61,-89.21
33.47,-84.51
33.49,-111.93
39.3,-76.61
39.17,-77.16
41.44,-71.5
35.23,-80.84
42.36,-83.07
39.08,-94.38
30.48,-90.04
40.52,-75.55
39.7,-75.11
29.52,-98.45
42.2,-122.71
42.2,-122.71
33.8,-84.33
33.8,-84.33
36.16,-115.34
40.02,-75.65
45.02,-93.33
38.83,-77.31
42.02,-88.32
32.78,-80
36.04,-86.8
40.61,-111.99
42.42,-72.11
43.11,-80.74
40.15,-105.17
41.9,-87.94
41.55,-87.85
41.69,-71.25
33.67,-111.92
30.67,-81.46
40.15,-105.09
40.05,-105.02
38.83,-77.44
39.81,-77.22
39.83,-77.23
47.97,-123.86
47.97,-123.86
25.76,-80.77
25.4,-80.58
25.4,-80.58
25.46,-80.34
36.05,-112.12
36.05,-112.12
36.05,-112.14
47.7,-122.32
20.88,-156.47
34.18,-118.45
46.68,-120.48
37.55,-122.31
46.24,-119.12
42.4,-71.25
34.11,-118.19
34.06,-118.29
34.1,-118.33
34.05,-118.38
34.14,-118.4
34.01,-118.33
34.15,-118.46
34.16,-118.37
34.17,-118.4
34.3,-118.48
34.25,-118.27
34.26,-118.43
34.26,-118.47
34.24,-118.45
34.1,-118.36
34.1,-118.33
33.94,-118.25
34.05,-118.33
34.26,-118.31
34.19,-118.55
34.04,-118.43
47.77,-117.4
44.88,-72.61
44.91,-71.49
38.44,-82.02
39.3,-84.3
39.95,-75.16
40.61,-75.38
25.77,-80.19
47.63,-122.34
47.63,-122.34
34.21,-118.41
34.04,-118.24
35.79,-114.99
34.23,-118.54
34.03,-118.29
34.04,-118.27
34.07,-118.23
34.04,-118.27
34.04,-118.28
34.03,-118.24
34.04,-118.24
33.98,-118.27
33.99,-118.29
33.98,-118.27
34.23,-118.38
34.17,-118.37
34.14,-118.37
34.23,-118.46
34.23,-118.59
34.23,-118.53
33.74,-118.29
33.78,-118.26
33.99,-118.28
34.28,-118.48
34.31,-118.48
34.18,-118.45
34.26,-118.53
38.95,-76.94
38.38,-81.79
42.58,-114.47
42.91,-77.61
43.97,-71.16
40.75,-96.7
40.8,-81.94
41.64,-72.77
49.03,-122.28
43.67,-79.38
25.79,-80.14
40.67,-111.84
39.36,-76.72
45.44,-75.6
34.17,-118.57
30.19,-97.8
30.26,-97.74
30.26,-97.74
30.33,-97.75
33.78,-84.39
30.33,-97.75
30.28,-97.71
30.27,-97.71
30.25,-97.69
30.25,-97.69
47.75,-121.09
47.75,-121.09
29.76,-95.37
42.27,-85.66
38.95,-90.2
21.39,-157.95
43.59,-119.06
42.12,-122.46
47.2,-124.2
47.24,-124.22
47.39,-115.4
41.32,-122.32
29.78,-95.74
45.12,-123.21
45.9,-123.96
45.33,-118.09
42.33,-122.87
45.38,-122.94
44.29,-121.54
42.25,-122.79
44.81,-106.95
41.72,-91.6
38.96,-76.7
38.95,-76.93
25.77,-80.19
25.77,-80.19
29.48,-95.1
35.79,-78.74
43.32,-79.8
47.7,-117.43
45.53,-122.61
42.8,-74.76
40.59,-105.04
46.85,-100.77
39.5,-76.23
40.04,-83.16
33.76,-96.59
35.43,-82.55
39.61,-104.9
42.6,-71.35
47.67,-122.39
42.36,-71.56
30.26,-97.72
30.26,-97.72
39.07,-76.96
40.21,-75.22
33.7,-112.11
44.49,-73.1
35.23,-80.84
38.62,-121.54
38.12,-122.61
42.54,-71.47
42.28,-71.11
41.75,-71.44
39.47,-76.31
38.53,-106.97
41.66,-70.33
28.55,-81.74
49.29,-123.12
40.77,-85.16
41.08,-85.21
41.13,-85.16
41.45,-85.59
41.45,-85.59
41.68,-85.71
41.69,-86.15
41.7,-86.19
41.67,-86.25
41.24,-85.83
40.86,-84.59
44.63,-123.06
43.1,-124.43
44.65,-124.05
44.63,-124.06
43.39,-124.23
43.7,-124.1
45.85,-122.71
41.68,-85
41.93,-84.96
40.8,-85.82
41.64,-86.29
41.64,-86.29
43.8,-82.98
42.79,-86.08
43.03,-85.63
42.28,-84.38
42.94,-83.65
42.79,-83.73
42.52,-83.61
42.48,-83.47
38.9,-77.03
47.71,-122.3
47.62,-122.35
39.49,-119.79
42.33,-83.05
42.33,-83.05
42.68,-70.84
42.68,-70.84
42.68,-70.84
42.65,-70.94
39.29,-76.62
36.25,-80.85
36.24,-80.85
36.25,-80.86
37.64,-120.99
37.76,-120.85
38.24,-85.67
45.35,-75.92
45.34,-75.92
45.35,-75.91
45.34,-75.91
45.34,-75.9
45.34,-75.91
45.35,-75.92
45.35,-75.92
45.35,-75.92
45.35,-75.92
39.29,-76.61
40.85,-73.88
39.64,-106.52
30.27,-97.75
29.71,-95.4
40.66,-111.9
45.35,-75.91
45.35,-75.92
45.34,-75.92
49.23,-123.09
47.65,-122.31
47.62,-122.35
49.19,-123.18
40.04,-105.24
41.96,-71.7
42.33,-83.05
43.73,-79.6
33.87,-118.39
39.73,-105.02
48.2,-101.29
48.19,-101.3
47.32,-122.14
33,-83.55
49.06,-122.39
44.99,-93.38
37.23,-121.98
47.55,-122.04
37.67,-122.47
37.23,-121.98
37.34,-121.9
30.3,-97.77
47.66,-122.32
33.51,-112.01
41.82,-71.41
39.96,-83.01
39.96,-83.01
36.06,-79.9
41.4,-99.62
29.44,-98.65
41.96,-71.67
45.34,-75.91
45.34,-75.91
45.34,-75.91
28.56,-81.59
35.26,-81.18
28.37,-81.29
42.73,-84.49
49.26,-123.12
32.7,-117.15
34.12,-83.84
41.66,-91.53
38.96,-94.6
47.55,-122.05
38.96,-76.88
44.35,-73.03
37.32,-121.97
35.8,-83.99
36.04,-86.77
35.03,-85.31
36.53,-87.36
36.07,-87.39
35.92,-86.83
35.94,-86.83
35.09,-89.8
35.91,-84.11
35.93,-84.02
35.88,-84.3
35.89,-84.3
35.8,-84.26
35.05,-89.98
35.87,-86.45
35.23,-120.62
39.55,-107.32
31.32,-89.4
41.46,-81.7
40.8,-74.05
42.83,-80.28
34.05,-118.56
34.05,-118.56
44.14,-72.89
33.74,-78.83
34.71,-86.59
38.46,-107.17
44.29,-88.47
39.15,-76.74
41.98,-87.89
32.93,-96.99
38.99,-76.93
49.19,-123.16
49.19,-123.17
43.64,-79.38
43.03,-81.15
39.06,-77.12
37.69,-85.86
40.01,-83.03
38.04,-84.49
44.47,-73.2
48.45,-123.37
42.75,-81.17
49.31,-123.08
43.02,-78.97
42.89,-78.87
42.88,-78.88
42.88,-78.88
42.89,-78.88
42.88,-78.88
42.88,-78.87
42.93,-78.73
42.93,-78.88
40.96,-73.96
44.57,-120.16
40.54,-79.84
40.43,-79.79
40.43,-79.72
40.35,-80.06
41.75,-71.44
43.97,-79.27
27.96,-82.45
27.95,-82.46
39.97,-105.12
40.45,-80.19
28.69,-81.41
28.6,-81.36
49.17,-123.08
33.75,-84.38
26.71,-80.06
38.99,-76.93
38.99,-76.93
33.96,-84.13
46.03,-73.14
27.77,-82.63
27.88,-82.67
39.29,-76.62
48.01,-114.06
38.74,-85.38
48.48,-120.19
42.35,-76.48
35.6,-97.5
32.93,-96.82
38.66,-106.85
45.34,-75.91
37.6,-77.49
27.95,-82.46
40.43,-111.89
41.66,-91.53
41.66,-91.53
40.06,-105.28
43.65,-79.38
43.32,-79.8
43.33,-79.8
43.33,-79.8
43.33,-79.8
43.32,-79.8
35.1,-85.24
49.19,-122.81
43.13,-80.75
43.15,-80.75
42.72,-89
37.35,-108.29
45.52,-122.41
35.84,-78.64
36.18,-115.31
42.2,-71.16
41.19,-73.17
40.43,-111.89
30.28,-97.82
33.19,-96.64
34.68,-92.32
38.94,-76.89
42.02,-75.78
43.27,-73.67
46.8,-123.01
44.97,-93.34
44.57,-92.53
46.85,-96.77
40.52,-105.01
39.04,-94.64
42.49,-71.16
37.95,-107.87
41.81,-88.06
31.78,-106.39
44.76,-85.64
45.45,-122.67
45.3,-122.56
43.75,-122.49
45.48,-123.84
48.47,-123.31
36.15,-86.82
36.15,-86.82
36.15,-86.82
29.71,-95.41
29.71,-95.4
29.71,-95.4
38.38,-78.97
47.58,-122.16
49.04,-122.76
38.86,-77.11
35.07,-92.42
43.05,-89.5
30.1,-95.44
30.1,-95.44
49.26,-123.01
25.81,-80.29
33.48,-111.99
27.96,-82.44
34.07,-84.27
37.7,-93.8
45.88,-72.78
49.28,-123.12
25.95,-80.12
47.59,-122.24
41.42,-72.84
48.23,-79
34.2,-118.35
48.54,-117.9
38.95,-77.08
43.08,-70.76
33.43,-111.93
33.42,-111.94
35.61,-77.41
47.62,-122.34
25.77,-80.19
39.27,-76.59
39.38,-104.87
39.01,-94.68
39.2,-85.92
39.2,-85.92
42.89,-78.87
39.34,-76.63
35.72,-79.18
39.44,-76.78
38.49,-75.83
39.29,-76.6
38.63,-75.86
38.63,-75.86
41.82,-72.5
38.92,-77.22
34.06,-118.26
40.6,-74.7
45.16,-122.88
38.17,-85.56
33.65,-84.43
30.41,-97.73
45.34,-75.91
47.47,-122.2
41.62,-72.9
38.63,-90.32
40.76,-111.89
41.95,-70.71
33.09,-96.82
34.01,-81.16
38.63,-90.41
33.65,-111.89
45.34,-75.91
52.08,-106.65
37.98,-122.56
39.22,-76.07
40.16,-75.47
42.34,-88.04
26.19,-98.15
40.92,-74.08
46.39,-63.78
44.82,-91.46
30.27,-97.69
38.32,-104.74
42.34,-71.21
33.9,-84.35
33.79,-84.32
38.97,-94.7
29.74,-95.46
25.91,-80.31
34.17,-84.78
45.41,-74.04
43.63,-79.68
36.82,-121.73
46.13,-122.94
44.21,-123.21
46.6,-120.48
47.47,-120.34
42.36,-122.88
36.26,-94.16
36.13,-86.67
43.07,-70.77
43.57,-72.97
43.58,-72.97
44.15,-73.34
44.25,-72.55
44.25,-72.55
44.23,-72.55
44.32,-72.74
42.86,-72.85
42.85,-72.58
43.17,-73.06
39.77,-86.16
41.72,-86.91
30.23,-97.89
39.99,-105.09
42.59,-72.6
30.23,-97.89
39.3,-76.61
27.34,-82.54
34.94,-80.97
41.72,-86.19
33.56,-84.51
32.83,-96.83
32.83,-96.82
39.96,-75.6
39.04,-77.16
25.94,-80.14
43.22,-79.89
43.22,-79.89
33.98,-117.38
46.57,-81.19
38.99,-76.92
39.64,-77.72
34.03,-118.28
34.06,-118.26
27.91,-82.78
34.2,-118.54
38.27,-76.46
33.35,-111.64
40,-82.89
42.64,-71.31
37.23,-87.19
41.39,-81.44
34,-81.03
42.56,-87.95
33.74,-84.38
39.97,-83
39.97,-83.01
39.97,-83.01
39.97,-83.01
44.51,-80.31
43.85,-79.07
60.49,-151.05
32.55,-85.5
33.49,-86.77
33.37,-86.82
33.46,-86.82
33.44,-86.73
33.44,-86.73
33.44,-86.73
33.44,-86.73
34.62,-87.01
31.26,-85.43
30.41,-87.68
34,-86.09
30.28,-87.68
33.36,-86.83
34.75,-86.69
30.68,-88.07
30.67,-88.13
32.36,-86.14
32.36,-86.22
32.36,-86.14
30.26,-87.63
30.27,-87.6
30.27,-87.59
30.28,-87.56
32.46,-86.4
32.45,-86.4
33.21,-87.57
34.58,-92.58
36.37,-94.21
35.11,-92.44
35.11,-92.44
35.11,-92.43
35.09,-92.42
36.41,-93.73
35.52,-91.96
34.51,-93.05
34.52,-93.05
34.43,-93.09
34.68,-92.32
34.75,-92.27
34.74,-92.39
34.74,-92.39
34.72,-92.22
34.68,-92.35
34.75,-92.4
34.75,-92.34
34.75,-92.33
34.8,-92.22
34.83,-92.19
36.26,-90.97
35.3,-93.14
36.21,-94.14
31.44,-109.92
33.81,-111.93
33.32,-111.95
33.26,-111.89
33.3,-111.89
33.3,-111.9
33.31,-111.9
34.72,-112.01
35.19,-111.67
35.19,-111.62
35.09,-111.7
35.18,-111.66
35.18,-111.66
34.91,-111.82
33.39,-110.76
35.97,-112.13
35.21,-114.02
34.47,-114.35
33.5,-112.36
32.48,-111.09
33.39,-111.86
33.38,-111.72
33.53,-111.96
34.26,-114.13
34.25,-111.32
33.6,-112.06
33.52,-112.02
33.51,-112.03
33.42,-112.02
33.51,-111.99
33.6,-111.99
33.67,-111.98
33.5,-111.97
33.68,-112.08
33.68,-111.96
33.45,-111.99
34.13,-109.95
34.55,-112.47
33.73,-111.85
33.61,-111.89
33.63,-111.92
33.64,-111.9
33.51,-111.89
33.53,-111.97
33.5,-111.95
33.5,-111.92
33.57,-111.92
33.55,-111.91
33.51,-111.92
33.53,-111.93
33.5,-111.92
34.87,-111.76
34.86,-111.78
34.86,-111.8
34.87,-111.76
34.79,-111.76
34.85,-111.83
34.91,-111.85
34.87,-111.81
34.79,-111.76
34.87,-111.77
34.79,-111.76
31.54,-110.26
34.51,-110.08
33.41,-111.94
33.43,-111.94
33.43,-111.94
33.43,-111.92
31.72,-110.07
36.12,-111.23
32.18,-111
32.32,-110.93
32.31,-110.91
32.21,-111.05
32.13,-110.93
32.23,-110.97
35.02,-110.7
38.21,-121.3
38.19,-121.18
34.5,-118.12
37.36,-119.7
34.09,-118.12
32.84,-116.78
41.48,-120.54
33.8,-117.91
33.8,-117.91
33.8,-117.91
33.8,-117.92
33.8,-117.92
33.84,-117.91
33.81,-117.88
33.8,-117.92
33.8,-117.92
33.82,-117.91
38.56,-122.45
36.95,-121.88
34.14,-118.05
35.16,-120.54
35.12,-120.59
35.18,-120.74
35.19,-120.72
37.87,-122.26
37.86,-122.24
34.07,-118.41
34.07,-118.4
34.07,-118.4
34.07,-118.4
34.07,-118.4
34.08,-118.41
34.07,-118.41
36.23,-121.77
36.23,-121.76
36.12,-121.64
37.92,-121.66
38.19,-119.21
34.19,-118.35
34.18,-118.31
37.6,-122.37
38.58,-122.58
38.58,-122.58
38.6,-122.61
38.6,-122.6
38.61,-122.6
38.58,-122.58
38.58,-122.58
38.58,-122.58
38.59,-122.59
38.62,-122.59
38.6,-122.64
38.56,-122.54
38.57,-122.51
38.57,-122.51
38.56,-122.63
38.58,-122.51
38.58,-122.57
38.57,-122.56
35.56,-121.08
35.57,-121.11
35.57,-121.11
35.57,-121.11
35.58,-121.11
35.58,-121.12
36.97,-121.97
33.1,-117.29
33.1,-117.28
36.52,-121.81
36.5,-121.94
36.54,-121.91
36.56,-121.92
36.53,-121.82
36.56,-121.92
36.48,-121.73
36.55,-121.92
34.39,-119.51
33.78,-116.47
35.45,-120.91
35.5,-120.81
39.72,-121.82
39.72,-121.81
33.98,-117.7
32.64,-117.1
34.02,-117.93
39.03,-122.58
37.26,-119.7
41.08,-122.72
33.88,-117.6
33.88,-117.6
33.89,-117.52
33.99,-117.56
33.59,-117.87
32.68,-117.18
32.69,-117.17
33.67,-117.88
33.69,-117.89
33.69,-117.88
33.67,-117.88
41.75,-124.18
35.51,-120.49
37.32,-122.03
37.31,-122.13
33.48,-117.72
33.47,-117.69
33.46,-117.67
37.81,-121.99
38.56,-122.48
32.96,-117.27
32.98,-117.26
33.96,-116.48
33.95,-116.49
34,-117.83
39.56,-120.83
41.2,-122.28
33.93,-118.4
39.13,-123.71
38.43,-121.48
37.84,-122.29
40.8,-124.16
40.8,-124.16
40.8,-124.16
38.64,-121.27
40.58,-124.27
40.58,-124.26
38.65,-121.12
38.49,-122.88
39.46,-123.81
39.46,-123.81
40.58,-124.15
40.58,-124.15
33.71,-117.95
37.48,-121.94
37.49,-121.95
37.53,-122
36.73,-119.78
36.81,-119.78
38.5,-122.77
38.5,-122.77
38.72,-122.89
38.7,-122.96
38.71,-122.97
38.37,-122.53
38.34,-122.51
34.43,-119.92
39.72,-120.66
39.79,-120.53
39.22,-121.06
37.84,-120.23
37.88,-119.86
38.5,-122.99
37.43,-122.44
33.83,-118.08
33.93,-118.35
33.9,-118.37
38.6,-122.89
38.51,-122.9
38.63,-122.9
38.61,-122.87
38.61,-122.87
38.65,-122.92
38.64,-122.93
38.68,-122.93
38.66,-122.94
38.66,-122.89
38.61,-122.86
38.52,-122.87
38.52,-122.88
38.58,-122.88
33.73,-117.03
34.15,-117.23
38.77,-119.9
38.97,-123.11
38.96,-123.12
33.65,-117.99
33.65,-118
33.76,-116.7
33.72,-116.33
33.72,-116.33
33.72,-116.33
33.72,-116.27
38.11,-122.86
33.69,-117.86
33.68,-117.85
33.66,-117.75
37.93,-120.45
37.95,-120.42
33.08,-116.6
38.43,-122.55
38.68,-120.07
32.84,-117.28
32.78,-116.99
33.68,-116.3
33.66,-116.24
33.68,-116.3
33.67,-116.26
33.7,-116.29
33.53,-117.77
33.53,-117.77
33.52,-117.76
33.51,-117.75
33.61,-117.73
34.25,-117.19
41.74,-120.19
33.66,-117.3
36.24,-119.77
40.71,-122.81
39.26,-123.78
39.27,-123.79
39.28,-123.79
38.17,-121.15
38.15,-121.31
34.63,-120.3
33.77,-118.19
33.81,-118.14
33.76,-118.2
34.74,-120.28
37.4,-122.12
34.04,-118.26
34.07,-118.47
34.09,-118.29
34.05,-118.46
34.05,-118.24
34.06,-118.4
34.1,-118.33
34.05,-118.41
34.13,-118.44
34.06,-118.29
34.05,-118.26
34.15,-118.37
34.07,-118.38
34.05,-118.26
33.95,-118.38
34.1,-118.33
34.09,-118.45
34.1,-118.37
34.08,-118.37
34.08,-118.38
34.04,-118.26
34.04,-118.26
34.06,-118.44
34.05,-118.26
37.22,-121.99
37.22,-121.98
37.22,-121.98
34.03,-118.77
34.02,-118.79
37.65,-118.99
37.64,-118.99
37.65,-118.98
37.65,-118.99
33.9,-118.39
37.85,-121.22
33.98,-118.46
33.98,-118.45
37.49,-119.96
39.3,-123.79
39.32,-123.8
39.32,-123.8
39.31,-123.8
37.48,-122.18
38.73,-122.62
37.61,-122.4
37.66,-121.03
34.45,-119.62
36.59,-121.9
36.61,-121.86
36.6,-121.9
36.6,-121.89
36.59,-121.89
33.94,-117.27
37.19,-121.7
37.13,-121.63
37.52,-122.51
37.39,-122.09
37.38,-122.07
41.3,-122.31
38.14,-120.49
38.14,-120.46
38.14,-120.46
38.22,-122.26
38.3,-122.31
38.35,-122.34
38.3,-122.28
38.35,-122.27
38.31,-122.28
38.36,-122.29
38.34,-122.32
38.36,-122.29
38.29,-122.29
38.29,-122.28
38.3,-122.28
38.45,-122.36
38.41,-122.33
38.42,-122.32
38.31,-122.25
38.48,-122.39
38.34,-122.33
37.52,-122
33.62,-117.89
33.62,-117.91
33.59,-117.84
33.62,-117.93
33.62,-117.87
37.34,-119.65
37.36,-119.64
37.33,-119.66
37.73,-122.2
37.73,-122.21
38.43,-122.39
38.44,-122.4
38.44,-122.41
38.44,-122.38
38.41,-122.95
34.44,-119.26
39.21,-120.21
34.07,-117.56
34.07,-117.56
33.79,-117.85
33.79,-117.89
33.79,-117.89
39.47,-121.52
36.62,-121.93
33.76,-116.36
33.72,-116.38
33.76,-116.36
33.72,-116.33
33.8,-116.53
33.85,-116.54
33.82,-116.55
33.82,-116.55
33.85,-116.52
33.82,-116.55
33.8,-116.5
33.83,-116.55
33.83,-116.55
33.8,-116.54
34.6,-118.14
34.61,-118.14
37.44,-122.16
37.42,-122.14
37.41,-122.12
37.41,-122.12
37.41,-122.12
35.67,-120.89
35.63,-120.69
35.64,-120.69
35.66,-120.9
35.64,-120.69
35.63,-120.69
35.59,-120.72
35.58,-120.72
35.57,-120.74
35.58,-120.74
35.65,-120.67
35.65,-120.75
35.64,-120.69
35.58,-120.69
35.58,-120.69
35.64,-120.63
35.66,-120.67
35.58,-120.69
35.63,-120.61
35.68,-120.73
35.62,-120.69
35.57,-120.79
35.58,-120.79
35.58,-120.8
35.65,-120.81
35.6,-120.57
35.6,-120.83
35.6,-120.83
35.66,-120.55
35.62,-120.84
35.65,-120.83
35.64,-120.86
36.57,-121.95
36.58,-121.94
38.27,-122.66
38.23,-122.61
39.13,-123.53
39.1,-123.48
35.15,-120.65
35.15,-120.65
35.15,-120.65
35.15,-120.65
35.15,-120.66
35.16,-120.69
35.17,-120.69
38.75,-120.72
38.79,-120.89
37.66,-121.87
38.52,-120.82
38.53,-120.8
38.48,-120.85
38.48,-120.85
38.54,-120.79
33.74,-116.41
33.77,-116.46
33.8,-116.42
33.74,-116.41
38.49,-121.1
33,-117.19
33.02,-117.21
40.18,-122.22
40.57,-122.36
34.06,-117.2
33.85,-118.4
33.99,-117.37
38.36,-122.72
34.04,-118.08
33.99,-117.89
38.47,-122.4
38.47,-122.4
38.58,-121.49
38.58,-121.5
36.48,-121.49
35.97,-120.9
37.62,-122.41
32.72,-117.16
32.91,-117.24
33.02,-117.08
32.73,-117.2
32.78,-117.24
32.77,-117.24
32.71,-117.23
32.85,-117.26
32.73,-117.17
32.72,-117.16
32.76,-117.16
32.72,-117.17
32.87,-117.21
32.81,-117.22
32.94,-117.2
32.83,-117.14
32.71,-117.16
32.8,-117.26
32.86,-117.26
32.72,-117.17
32.85,-117.28
32.88,-117.24
37.79,-122.4
37.79,-122.4
37.79,-122.4
37.79,-122.43
37.79,-122.43
37.79,-122.4
37.79,-122.41
37.79,-122.41
37.79,-122.4
37.79,-122.41
37.79,-122.4
37.79,-122.41
37.79,-122.41
37.73,-122.51
37.36,-121.93
37.33,-121.89
37.38,-121.94
37.3,-121.85
37.33,-121.89
37.42,-121.95
37.69,-122.13
35.24,-120.62
33.12,-117.21
33.12,-117.21
33.12,-117.22
37.07,-121.63
37.78,-121.98
35.65,-121.19
35.61,-121.14
34.42,-119.67
34.42,-119.64
34.42,-119.7
34.41,-119.69
34.41,-119.69
34.42,-119.67
34.42,-119.68
34.44,-119.7
37.39,-121.97
37.38,-121.98
37.36,-121.94
37.39,-121.95
37,-121.98
36.98,-122.02
34.9,-120.44
34.87,-120.37
34.02,-118.5
34.02,-118.5
34.03,-118.48
34.02,-118.5
34.01,-118.49
34.01,-118.49
34.01,-118.49
34.03,-118.46
34.01,-118.49
34.02,-118.49
34.01,-118.49
34.01,-118.49
38.43,-122.74
38.44,-122.72
38.47,-122.85
38.48,-122.8
38.39,-122.69
38.5,-122.76
38.51,-122.8
34.61,-120.08
34.61,-120.08
37.84,-122.48
37.86,-122.48
38.68,-123.43
33.78,-118.07
40.51,-121.81
32.98,-117.26
32.98,-117.27
34.6,-120.15
34.59,-120.14
38.31,-122.48
38.17,-122.45
38.3,-122.4
38.96,-119.94
38.95,-119.97
38.93,-119.93
38.96,-119.94
38.96,-119.95
38.96,-119.95
38.96,-119.94
38.52,-122.48
38.5,-122.48
38.51,-122.48
38.51,-122.43
38.52,-122.5
38.56,-122.5
38.48,-122.44
38.5,-122.46
38.52,-122.47
38.48,-122.45
38.5,-122.46
38.5,-122.46
38.47,-122.43
38.48,-122.44
38.47,-122.35
38.46,-122.34
38.5,-122.49
38.53,-122.5
38.49,-122.45
38.49,-122.44
38.51,-122.41
38.49,-122.4
38.5,-122.46
38.52,-122.38
40.41,-120.63
38.39,-120.76
39.17,-120.15
39.16,-120.15
39.24,-120.06
33.53,-117.06
33.45,-117.1
33.53,-117.07
35.58,-120.72
35.58,-120.72
35.57,-120.73
35.56,-120.75
35.55,-120.75
35.58,-120.69
34.18,-118.88
37.88,-122.46
33.84,-118.35
41.06,-124.14
39.33,-120.18
39.32,-120.17
39.27,-120.13
39.28,-120.12
36.21,-119.32
37.97,-120.24
37.52,-120.88
38.04,-120.21
39.15,-123.2
39.15,-123.2
39.16,-123.21
34.14,-118.36
39.17,-122.91
34.2,-118.49
34.24,-119.2
34.51,-117.33
33.15,-117.24
34.09,-118.38
34.1,-118.37
34.1,-118.37
34.09,-118.38
34.09,-118.39
34.15,-118.8
34.16,-118.83
39.4,-123.35
38.49,-122.81
38.55,-122.81
38.64,-121.99
37.44,-122.32
33.87,-117.74
37.75,-119.57
38.4,-122.36
38.4,-122.36
38.41,-122.37
39.27,-106.05
39.19,-106.82
39.19,-106.82
39.19,-106.82
39.19,-106.82
39.18,-106.81
39.19,-106.82
39.67,-104.83
39.8,-104.69
39.62,-106.54
39.64,-106.52
39.63,-106.53
39.63,-106.53
39.6,-106.52
39.6,-106.52
